security_code,security_name,quality_tier,carrier,carrier_fact,replication_test,quant_support,quant_note,peer_anchor,erosion,erosion_path,verdict,confidence,reason,sources,evidence_status,industry,roe_median,roe_pctl_median,roe_years_ge15,_batch
600862,中航高科,L1,客户锁定＋稀缺资源,军用航空复材（预浸料）市占率超 60%（2024，研报），低空飞行器预浸料 80%；歼-20／运-20／C919 供应，商飞前机身筒段一级供应商；中航复材 2024 营收 47.65 亿占 94%、新材料毛利 39%；型号定型后换供应商须重新验证——『独供』未获证据，改为主供,pass,partial,ROE 中位 12.7、最低 2.2（2016-17 机床业务拖累，2020 前剥离）、≥15% 共 2 年；分位中位 59、后四年 76-92；毛利 27.4→34.8 上行；归母 CAGR 21.7%；OCF÷NI 中位 0.65（军品回款）；军品成本加成定价限制 ROE 上限,对照光威复材（碳纤维＋预浸料）：军采下行期光威毛利五年降、ROE 破 12%、经营现金流转负，中航高科毛利仍升、现金流三倍于利润；对照中简科技（单一客户碳纤维）：中航高科处预浸料环节、客户面更广,medium,军采节奏（2026H1 营收 -14%／归母 -27.4%）；院所审价压力；民机复材转化认证周期长,维持,medium,航空预浸料军机主供（军用航空复材份额超六成），型号定型与适航认证使替换需数年重新验证，属认证锁；剥离机床后六年 ROE 10-18、毛利升至 37.6，单一买方下回报稳定且优于光威；『独供』改为主供。,data/interim/moat_audit_2026-09-07/batch_07_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600862_中航高科/README.md ; docs/peer-group-calibration/a-share-aviation-equipment.md ; https://pdf.dfcfw.com/pdf/H3_AP202504211659991874_1.pdf ; https://stockmc.xueqiu.com/202603/600862_20260314_QMJG.pdf ; https://www.163.com/dy/article/HH55JB8F055337N2.html,external_verified,制造业,12.74,59.0,2,batch_07.jsonl
600900,长江电力,L1,稀缺资源＋成本优势,"长江干流六座梯级电站（葛洲坝/三峡/向家坝/溪洛渡/乌东德/白鹤滩）国内水电装机7,169.5万千瓦，坝址物理唯一；2025六库联调增发140.1亿千瓦时；毛利约60%、燃料成本为零；2026-2030分红承诺≥70%（档案已核）",pass,yes,ROE中位15.71、最低9.32(2022枯水)、≥15%共7年；电力门类分位中位85、≥80共9年；毛利首末五年61.8→59.6；归母CAGR 6.6；经营现金流÷净利中位1.78,华能水电/川投能源/桂冠电力ROE约10-13%，长电高约5pp且2022枯水年仍9.3%；对照中国神华同为类债核心资产而独占性更纯粹,low,电价市场化双向影响；来水波动属周期非侵蚀；联调优化增量趋缓,维持,high,"载体=长江干流六座梯级电站坝址物理独占+联调成本曲线最低：装机7,170万千瓦、毛利约60%，ROE中位15.7%、2022枯水年仍9.3%，高于华能水电/川投约5pp；资本无法复制第二条长江。",data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/600900_长江电力/README.md ; docs/peer-group-calibration/a-share-hydropower.md,repo_only,电力、热力、燃气及水生产和供应业,15.71,85.0,7,batch_11.jsonl
601088,中国神华,L1,稀缺资源＋成本优势＋超额回报,"煤炭产能指标冻结下规模第一、神东露天/浅埋矿区自产煤成本行业最低档；自有铁路2025周转量3,130亿吨公里、黄骅港、电厂一体化，长协占比高；2015-16煤价底ROE仍5.5/7.5、十一年无亏损；分红率约75%、2025再创新高（档案已核）",pass,yes,ROE中位13.55、最低5.48(2015煤价底)、≥15%共1年(2022)；采矿分位中位67、≥80共1年（2021-23景气股拉高门类分位，神华以稳定性取胜）；毛利首末五年40.2→35.4；归母CAGR 12.6；经营现金流÷净利中位1.88,陕西煤业(L2，成本更低、ROE更高但无路港电一体化)；兖矿能源/中煤能源(boundary/未入池，周期波动大)——神华为煤炭板块类债锚,low,能源转型压制长期需求（超出2-3年窗口）；煤价下行属行业普遍不计,维持,high,"载体=产能指标冻结（配额）+神东低成本+自有铁路3,130亿吨公里/港口/电厂一体化：商品资源三项齐备；2015煤价底ROE 5.5%不亏、十一年无亏损、中位13.6%，稳定性高于陕煤/兖矿。",data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/601088_中国神华/README.md ; docs/peer-group-calibration/a-share-coal-mining.md,repo_only,采矿业,13.55,67.0,1,batch_11.jsonl
603505,金石资源,L1,稀缺资源,"萤石列入国家战略性矿产目录（中、美、欧同列）；中国储量 1.1 亿吨居全球第一而产量常年超全球 60%，单一型矿床数量多、储量少；公司萤石保有资源储量约 2,700 万吨矿石／约 1,300 万吨 CaF2，为国内单一萤石资源储量、开采及加工规模遥遥领先的龙头，行业标准《萤石》修订承担单位；2025 营收 38.9 亿 +41%、归母 3.26 亿 +27%（2025 年报摘要）",pass,yes,ROE 中位 17.56、最低 8.65（2015）、≥15% 共 8 年；门类分位中位 86、≥80 共 7 年；毛利首末五年 46.9→33.1，FY2025 17.8%、26H1 14.5%（收入结构转向低毛利无水氟化氢与伴生矿，且自有矿竖井改造与选厂技改期自给原矿减少、外购增加）；营收 CAGR 33.3%、归母 25.1%；经营现金流÷净利中位 1.08,萤石行业无同量级第二名；对照巨化股份（L1，制冷剂配额法律锁）：2026H1 巨化毛利升而金石反向，说明金石载体在上游采矿权而非配额景气；对照盐湖股份（同为国内资源独占）：金石规模小、现金流弱一档,high,收入结构向低毛利无水氟化氢与伴生矿转移，综合毛利 47%→18%、26H1 14.5%；自有矿技改期自给率下降；扩张期负债上升；2026 年报为指定检查点,维持,medium,"载体为萤石采矿权（战略性矿产）与国内第一储量（2,700万吨矿石），法律锁叠加物理锁；十年ROE中位17.6%、8年≥15%，复制测试通过。毛利47%→18%系低毛利AHF/伴生矿占比上升与技改期外购，载体未破，列高侵蚀。",http://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260422/f0f106825e7940c8a61eb04489a6f0d1.PDF ; https://stock.stockstar.com/notice/SN2026042200054645.shtml ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; docs/peer-group-calibration/a-share-fluorochemicals.md ; data/companies/603505_金石资源/README.md,external_verified,采矿业,17.56,86.0,8,batch_12.jsonl
688008,澜起科技,L1,事实标准（JEDEC 标准参与）＋客户认证锁定（逐代原厂与平台认证）,内存接口芯片全球三寡头（澜起/Rambus/瑞萨），全球市占近 40%，DDR5 RCD 子代商业化进度领先（2026-06 RCD06 9200MT/s 送样）；每代 DDR 须重新通过内存原厂与服务器 CPU 平台认证；2025 毛利 62.2%、净现金（批次 evidence_note 与上一轮 evidence_review_log 的核对结论；本轮未新取外证）,pass,partial,ROE 中位 14.29、最低 4.44（2023 DDR4→5 切换）、≥15% 共 4/10 年；门类分位中位 73；毛利首末五年 62.3→54.8、2025 回到 62.2；归母 CAGR 42.4%；经营现金流÷净利中位 0.90；ROE 偏低的结构性原因是 2019 科创板上市后净资产以现金为主,对照 Rambus（全球同业）：DDR5 RCD 份额澜起领先；对照 A 股其他芯片设计（国产替代逻辑）：澜起是真全球寡头；同段锚点中航光电 83/天坛生物 82,medium,DDR 世代切换期利润腰斩（2023 已发生一次）；服务器需求周期；PCIe Retimer/MRCD 扩品类竞争,维持,high,JEDEC 标准参与+逐代服务器/原厂认证：全球内存接口三寡头、市占近 40%，二十年仅存两三家，资金买不到标准席位与认证历史。ROE 中位 14% 系上市后现金占净资产大半，毛利 62% 与净现金证明定价权。,data/interim/moat_audit_2026-09-07/PROTOCOL.md ; data/interim/moat_audit_2026-09-07/batch_09_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/688008_澜起科技/README.md ; docs/peer-group-calibration/a-share-electronic-equipment-manufacturing.md ; data/processed/a_share_company_triage_reviews.csv,repo_only,制造业,14.29,73.0,4,batch_09.jsonl
688111,金山办公,L1,网络效应＋客户锁定,2026Q1 中国办公软件份额 32.1%、政企采购份额 85%+；国内付费个人用户 4615 万、云文档 2900 亿份；信创标配；文档格式与云端数据沉淀构成切换成本,pass,partial,ROE 中位 15.2、最低 −48.9（2015 上市前）、≥15% 共 6 年，2020-25 区间 13.6-15.5（净现金拖累）；毛利首末五年 88.4→85.7；营收 CAGR 31.2%；OCF/NI 1.40；2026H1 ROE 17.8,国产办公套件无同量级对手（中国软件/永中份额零星）；对照微软 365：订阅模式同构，Copilot 价格仍高于 WPS365 34-55%,medium,AI 原生文档工具重构入口（双向）；信创采购节奏；微软降价,维持,high,办公软件份额 32.1%、政企采购 85%+、付费个人 4615 万、云文档 2900 亿份——三十年装机＋格式＋数据沉淀为网络效应与切换成本；毛利 85%、ROE 15% 且由净现金拖累，超额回报成立。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/688111_金山办公/README.md ; docs/peer-group-calibration/a-share-basic-software.md ; data/archive/completed-queues/evidence_review_log.md#金山办公（static.cninfo.com.cn 2026 提质增效重回报行动方案）,external_verified,信息传输、软件和信息技术服务业,15.2,75.0,6,batch_01.jsonl
688120,华海清科,L1,认证锁定（产线全流程验证+装机基础）＋耗材服务绑定,"2025 年报：占据国产 CMP 装备销售 90% 以上份额（注：为国产设备内份额，非含应材/荏原的全市场份额，上一轮「国内市占率超 90%」系误读），12/8 英寸 CMP 累计出机超 1,000 台，已通过多家头部晶圆厂全流程验证并进入头部存储厂 HBM 产线作基线设备；2025 营收 46.48 亿(+36.5%)、归母 10.86 亿(+6.1%)；减薄抛光一体机累计出货 20+ 台；年报点名国际对手为美国应用材料（华海清科 2025 年报 PDF 第 18/33 页、新浪财经 2026-04-23）",pass,yes,ROE 中位 16.23、最低 −50.02（2017 投入期）、≥15% 共 5/7 年；门类分位中位 84；毛利首末五年 17.5→44.2；营收 CAGR 98.6%；经营现金流÷净利中位 1.44；2025 归母仅 +6% 弱于营收 +36%,对照应用材料（全球 CMP 主导者，年报点名）：国内先进产线覆盖率持续提升但成熟制程仍与应材同台；对照北方华创/中微（双锚）：单品类国产独家、装机 1000+ 台，体量小一档；国内无第二家量产 CMP 厂商,medium,应材/荏原在成熟制程回归与价格竞争；CMP 品类空间有限、2025 利润增速已落后营收；减薄/离子注入平台化尚早,维持,high,认证+装机锁：CMP 设备须通过晶圆厂全流程验证，国产 CMP 销售份额 90%+（国产设备内口径，非全市场）、累计出机 1000+ 台并进入 HBM 产线作基线设备，国内无第二家量产者。ROE 2020-25 五年≥15%。,data/interim/moat_audit_2026-09-07/PROTOCOL.md ; data/interim/moat_audit_2026-09-07/batch_09_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/688120_华海清科/README.md ; docs/peer-group-calibration/a-share-semiconductor-equipment.md ; data/archive/completed-queues/evidence_review_log.md ; https://static.cninfo.com.cn/finalpage/2026-04-23/1225156951.PDF ; https://finance.sina.com.cn/stock/zqgd/2026-04-23/doc-inhvmvzq3871681.shtml,external_verified,制造业,16.23,84.0,5,batch_09.jsonl
688122,西部超导,L1,认证锁定（军用钛合金牌号定型、ITER 资质）＋稀缺资源（国内唯一低温超导全流程）,国内唯一低温超导线材商业化生产企业、ITER 计划国内唯一低温超导线材供应商、全球唯一 NbTi 锭棒—线材—磁体全流程企业；军用高端钛合金与宝钛双寡头；2026H1 毛利 30.1% 与宝钛同向下滑（宝钛毛利 −3.7pp、归母 −29%）（批次 evidence_note 上一轮核对结论与档案；本轮未新取外证）,pass,partial,ROE 中位 12.37、最低 7.11、≥15% 共 3/11 年；门类分位中位 69、2021-25 为 87/85/79/83/84；毛利首末五年 38.5→36.0；归母 CAGR 19.8%；经营现金流÷净利中位 0.21（军品审价与回款周期，报表可信度需扣分）；回报平庸的结构性原因：军品管制定价+重资产扩产,对照宝钛股份（军钛双寡头另一家）：西部超导 ROE 2020-25 12-24% 高于宝钛约 7-10%，且多出超导与高温合金两条独占/稀缺线；同档锚点巨化股份在 Q1 一侧更强,medium,军钛审价与采购节奏（2026H1 归母 −37%）；MRI 国产化放量速度；高温合金爬坡；经营现金流长期显著低于净利,维持,medium,认证+稀缺双锁：军钛牌号定型换供应商需重做定型，低温超导线材国内唯一全流程且为 ITER 唯一国内供应商。十年 ROE 中位 12% 低于 15%，但军品管制定价与重资产是结构性原因，且持续高于宝钛。现金流÷净利 0.21 须扣分。,data/interim/moat_audit_2026-09-07/PROTOCOL.md ; data/interim/moat_audit_2026-09-07/batch_09_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/688122_西部超导/README.md ; docs/peer-group-calibration/a-share-other-metal-new-materials.md ; data/processed/a_share_company_triage_reviews.csv,repo_only,制造业,12.37,69.0,3,batch_09.jsonl
000333,美的集团,L2,成本优势＋超额回报,全球白电规模第一梯队、家用空调内销与格力并列第一梯队；T+3 供应链与全球制造网络；品牌矩阵（美的/东芝/小天鹅/COLMO）＋库卡；十一年 ROE 全部≥19.7%,pass,yes,ROE 中位 25.0、最低 19.7（2025）、≥15% 共 11 年；门类分位中位 87、11 年全部≥85；毛利首末五年 26.9→25.0；归母 CAGR 13.2%；OCF/NI 1.40,对照格力：多元化与治理更优、盈利率略低；对照海尔：净利率更高（9.8% vs 6.7%）；全球对照惠而浦/伊莱克斯全面胜出；小米入局空调为品牌渠道段攻击,medium,小米等以低价＋生态入局空调（品牌渠道段可攻）；白电需求与地产关联；海外关税；ToB（库卡）整合,维持,high,全球白电规模第一梯队、空调内销并列第一，规模＋T+3 供应链＋全球制造网络非 3-5 年可复制；十一年 ROE 全部≥19.7%、门类分位常年≥85，成本优势已持续转化为超额回报；小米入局为侵蚀路径。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000333_美的集团/README.md ; docs/peer-group-calibration/a-share-white-appliances.md,repo_only,制造业,24.95,87.0,11,batch_01.jsonl
000338,潍柴动力,L2,成本优势＋客户锁定,重卡发动机国内份额第一（约三成以上）、控股陕重汽形成整车配套；大缸径发动机（数据中心备电）全球领先；凯傲/林德叉车全球第一；但 2025 新能源重卡渗透率近 30%、2026-05 单月 40.9%，柴油机存量池收缩,pass,partial,ROE 中位 13.7、最低 4.4（2015）、≥15% 共 5 年（2017-21）；毛利首末五年 22.3→20.2；归母 CAGR 22.7%；OCF/NI 2.58；2026H1 归母 +36.5%,对照中国重汽（自供发动机、整车位置）：潍柴回报更高；对照康明斯合资：潍柴国内规模与配套更深；大缸径为结构性增量,high,新能源重卡替代柴油机：2025 渗透率近 30%、2026-05 达 40.9%、前五月内销增量 88% 来自新能源，潍柴电驱布局尚小；重卡周期；KION 欧洲波动,维持,medium,重卡发动机份额第一＋整车配套锁＋大缸径全球领先，发动机耐久验证与配套关系非资金 3-5 年可复制；ROE 2017-21 均≥16.9%、现金转化 2.58；但新能源重卡渗透率 2026-05 达 40.9%，柴油机载体正被替代，侵蚀高。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000338_潍柴动力/README.md ; docs/peer-group-calibration/a-share-auto-parts.md ; https://auto.cnr.cn/2015xc/20260709/t20260709_527698735.shtml ; https://www.stcn.com/article/detail/4022068.html,external_verified,制造业,13.69,77.0,5,batch_01.jsonl
000408,藏格矿业,L2,稀缺资源＋成本优势,察尔汗盐湖采矿权（氯化钾国内第二、盐湖提锂低成本）；巨龙铜业 30.78% 权益（世界级斑岩铜矿，紫金操盘，利润主体为权益法收益）；紫金矿业 2025 入主控股；毛利 59-68%,pass,yes,ROE 中位 19.4、最低 2.9（2020，大股东占用与钾价低谷）、≥15% 共 8 年；毛利首末五年 68.0→62.0；归母 CAGR 14.5%；OCF/NI 0.87（权益法收益不进经营现金流）；2026H1 ROE 21.2,对照盐湖股份（察尔汗钾锂锚点）：钾体量小但锂成本相当、铜权益弹性独有；锂单项弱于盐湖，跨资源组合不被覆盖（校准文档已裁）,medium,钾/锂/铜价格周期；巨龙为参股非控股、分红依赖紫金；历史大股东占用前科（已整改、控制权已变更）,维持,high,察尔汗采矿权＋盐湖低成本钾锂＋巨龙铜业 30.78% 权益，稀缺/配额、成本曲线、规模储量三项同时成立，物理锁不可购买；十年 ROE 中位 19.4%、8 年≥15%，低谷年为治理事件而非载体失效。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000408_藏格矿业/README.md ; docs/peer-group-calibration/a-share-lithium-resource.md ; docs/peer-group-calibration/a-share-potash-remaining.md ; https://pdf.dfcfw.com/pdf/H2_AN202603131820554995_1.pdf ; https://static.cninfo.com.cn/finalpage/2026-04-18/1225121149.PDF,repo_only,制造业,19.4,78.0,8,batch_01.jsonl
000423,东阿阿胶,L2,定价权＋稀缺资源,2024 前三季阿胶行业份额约 70%，福牌约 10%，双寡头（前瞻产业研究院）；国家级非遗与「阿胶＝东阿」心智；驴皮资源掌控、毛驴存栏长期下降；2006-2018 多轮提价证明定价权，2019 去库存证明上限,pass,partial,ROE 中位 14.6、最低 −4.2（2019）、≥15% 共 5 年（2015-18、2025）；2019-22 为渠道去库存自伤期，2023-25 回升 11.1→16.7；毛利首末五年 62.0→68.8，2025 为 73.5；OCF/NI 1.51,对照片仔癀（行政独占）低一档；对照同仁堂/福牌（多年未撼动定价基准）；对照华润江中（品类垄断型）弹性更大,medium,品类年轻化与滋补需求变迁；单品类依赖；提价空间已被 2019 崩盘证明有上限,维持,medium,阿胶行业份额约 70%、福牌仅 10%，同仁堂/福牌数十年未撼动其定价基准，品牌心智＋驴皮资源非资金 3-5 年可复制；2019-22 低谷为提价过度后自伤性去库存，2025 ROE 已回 16.7%、毛利 73%。,data/interim/moat_audit_2026-09-07/batch_01_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000423_东阿阿胶/README.md ; docs/peer-group-calibration/a-share-traditional-chinese-medicine.md ; https://finance.sina.com.cn/roll/2025-07-17/doc-inffttzw5353836.shtml ; https://www.sohu.com/a/919703828_114835,external_verified,制造业,14.56,75.0,5,batch_01.jsonl
000426,兴业银锡,L2,稀缺资源＋成本优势,截至2025末保有资源量6.56亿吨：银金属3.36万吨（亚洲第一、全球第七）、锡金属44.46万吨（国内第二），SRK按JORC评估；银漫锡产量国内第二，宇邦单体银矿亚洲第一/全球第五（银2.16万吨）；矿山毛利首五年均值50.2%（低价期）、2025 57.6%、2026H1 68.8%（2026H1经营评述、SMM）,pass,partial,ROE中位3.19、最低−3.5(2020)、亏损年3(2015/2018/2020)、≥15%共3年(2023-25为16.1/21.3/19.6)；采矿分位中位30、≥80共2年；毛利首末五年50.2→53.4；经营现金流÷净利中位1.96；十年中位极低系2019-02银漫事故停产至2021与减值（公司特定运营失败，非结构性），矿山毛利穿越低价期仍50%,锡业股份（strategic-resources watch，锡资源国内第一但冶炼稀释毛利）；中金岭南/驰宏锌锗（铅锌，毛利<20%）；盛达资源（银，boundary）,medium,银漫单矿依赖与安全生产（2019事故停产两年史）；宇邦扩建与并购整合；金属价格周期属行业普遍不计,维持,medium,载体=银锡多金属高品位矿体：银资源3.36万吨亚洲第一、锡44.46万吨国内第二（SRK JORC），低价期矿山毛利仍50%+；十年ROE中位3.2%系2019银漫事故停产两年与减值，非结构性，2023-25 ROE 16-21%。,data/interim/moat_audit_2026-09-07/batch_11_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000426_兴业银锡/README.md ; docs/peer-group-calibration/a-share-lead-zinc.md ; https://news.smm.cn/news/103123349 ; 东财 F10 经营分析/核心题材（emweb.securities.eastmoney.com/PC_HSF10，2026H1 经营评述与 2025 分部）,external_verified,采矿业,3.19,30.0,3,batch_11.jsonl
000568,泸州老窖,L2,稀缺资源（1573 国宝窖池群·物理锁）＋品牌定价权,1573 国宝窖池群自 1573 年连续使用 450 余年，1996 年成为行业首家全国重点文物保护单位，2013 年 1619 口百年窖池再入选；国窖 1573 为高端三强之一，浓香老窖池不可新建,pass,yes,ROE 中位 25.5、最低 14.67、≥15% 共 10 年，分位中位 89；毛利首末五年 68.1→86.9；归母 CAGR 22.1；OCF/NI 中位 0.97。2026H1 ROE 8.62 为渠道去库存的发货量口径，毛利 85.35% 仅降 1.7pt，价格体系未破,对照五粮液（ROE 中位 23.4）品牌位次低半档、对照山西汾酒（33.5）增长韧性弱，但十年回报同属白酒第一梯队,high,高端价位带批价倒挂与渠道库存（已兑现：2026H1 营收 −36.4%）、腰部产品竞争,维持,high,载体为连续使用 450 余年的 1573 国宝窖池群（全国重点文保，物理锁）与国窖高端品牌，资本无法复制；十年 ROE 中位 25.5%、10 年≥15%，回报持续；当前下滑为渠道周期，毛利 85% 未破。,data/interim/moat_audit_2026-09-07/batch_02_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000568_泸州老窖/README.md ; docs/peer-group-calibration/a-share-baijiu.md ; https://www.sc.chinanews.com.cn/bwbd/2025-11-14/237118.html ; https://www.lzlj.com/feature/gbjcq1573/,external_verified,制造业,25.5,89.0,10,batch_02.jsonl
000596,古井贡酒,L2,品牌定价权（安徽省内品牌/宴席渠道锁）＋超额回报,2025 年营收 188.3 亿，华中（安徽为主）166.48 亿占 88.4%，省内龙头；2025 年年份原浆 −19.3% 但 2026H1 毛利 79.87→80.33% 逆势上行，华创点评「省内份额逆势提升」；合同负债 26Q1 环比 +7.8 亿,pass,yes,ROE 中位 19.53、最低 14.28、≥15% 共 10 年，分位中位 83；毛利首末五年 75.4→78.1；归母 CAGR 17.4；OCF/NI 中位 0.98。十年无一年低于 14%,对照今世缘（同为强区域龙头，ROE 中位 20.4）持平；对照泸州老窖无物理锁、品牌位次低，但 2026H1 营收降幅（−27.0%）小于老窖（−36.4%）,high,省内次高端价格带承压与消费降级；「全国化」未成立（华中占 88%），省外扩张失败即回归纯区域酒企,维持,medium,载体为安徽省内宴席渠道与品牌锁（华中占 88.4%），洋河等全国名酒十余年未能撼动，同业 3~5 年追不上；十年 ROE 中位 19.5%、无一年<14%，下行期毛利仍升。全国化断言不成立，但不影响载体。,data/interim/moat_audit_2026-09-07/batch_02_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000596_古井贡酒/README.md ; docs/peer-group-calibration/a-share-baijiu.md ; https://www.bbtnews.com.cn/2026/0429/592195.shtml ; https://news.qq.com/rain/a/20260429A06FF900 ; https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-29/bedaac65-570f-49f2-ae12-5f9ec759a8c3.PDF,external_verified,制造业,19.53,83.0,10,batch_02.jsonl
000651,格力电器,L2,品牌定价权＋成本优势（压缩机/电机自供、规模）,家用空调内销份额第二（2026-01 产业在线：美的 35.7%、格力 22.2%、海尔 16.9%；2025-07 月度：美的 26.8、格力 17.2、小米 13.7）；毛利 28~31% 高于美的 25~27%，净利率 16.9%；凌达压缩机自供、专卖店/安装服务网络,pass,yes,ROE 中位 25.72、最低 18.88、≥15% 共 11 年，分位中位 92；毛利首末五年 31.2→27.8；归母 CAGR 8.8；OCF/NI 中位 1.03,对照美的（ROE 中位 24.95）：盈利率更高、份额与增长更弱；小米五年内以代工模式拿到两位数份额，证明品牌渠道锁可被侵蚀但未被越过（格力 ROE 仍 20%+）,high,小米/美的线上挤压下内销份额由约 30% 降至 22%；单品类依赖；接班与治理；渠道改革阵痛,维持,medium,载体为空调品牌溢价（毛利高美的 3~5pt）与压缩机自供成本，十年 ROE 中位 25.7%、11 年≥15% 持续超额；小米五年拿到 13.7% 月度份额是真实侵蚀但未越过格力的定价与回报，测试仍过。,data/interim/moat_audit_2026-09-07/batch_02_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000651_格力电器/README.md ; docs/peer-group-calibration/a-share-white-appliances.md ; https://bao.hvacr.cn/202510_2115359.html ; https://t.cj.sina.com.cn/articles/view/5486558172/147063bdc00101h5ra ; https://cj.sina.com.cn/articles/view/7879996078/1d5af32ae06801k7du,external_verified,制造业,25.72,92.0,11,batch_02.jsonl
000786,北新建材,L2,成本优势（脱硫石膏锁定＋护面纸自供＋规模）＋品牌定价权（龙牌/泰山）,石膏板市占率约六成（2022 年 68.1%，产能超 60% 份额），有效产能 35.63 亿㎡；电厂脱硫石膏长期协议与自产护面纸使单位成本处于行业最低；2026H1 需求腰斩环境下毛利 28.8%、五年仅降 3pt,pass,yes,ROE 中位 15.83、最低 3.16（2019 年美国石膏板诉讼一次性和解）、≥15% 共 7 年，分位中位 78；毛利首末五年 34.0→29.9；归母 CAGR 12.5；OCF/NI 中位 1.2,判例 3 正面锚：对照东方雨虹（2024-25 ROE 0.4/0.5、防水结构差）北新同期 15.0/11.1，地产至暗期利润守住，垄断彻底度全建材最高,medium,竣工面积下行压制石膏板量价；防水/涂料两翼整合与应收（2026H1 现金转化<50%）,维持,high,载体为石膏板约六成垄断份额与脱硫石膏＋护面纸锁定的成本曲线最低位（产能 35.6 亿㎡），数十年无有效挑战者；十年 ROE 中位 15.8%，地产下行期毛利仅降 3pt、对照东方雨虹 ROE 归零仍守住 11%。,data/interim/moat_audit_2026-09-07/batch_02_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000786_北新建材/README.md ; docs/peer-group-calibration/a-share-other-building-materials.md ; data/raw/financials/2025-12-31.csv ; https://www.chinabaogao.com/detail/720271.html ; https://finance.sina.com.cn/roll/2025-08-22/doc-infmuxsm8861917.shtml,external_verified,制造业,15.83,78.0,7,batch_02.jsonl
000792,盐湖股份,L2,稀缺资源（察尔汗采矿权·物理锁）＋成本优势,察尔汗盐湖 3700 km² 采矿权，氯化钾储量 5.4 亿吨占全国已探明 97%；钾肥产能占全国 87.3%，2025 年氯化钾产量约 490 万吨；盐湖提锂现金成本处于全球低位；商品三项（稀缺/配额、成本曲线、规模储量）齐备,pass,partial,ROE 中位 2.29、最低 −17.34、亏损 2 年（2017-18），≥15% 共 3 年；毛利首末五年 38.7→60.9；OCF/NI 中位 1.18。结构性原因：2017-2019 金属镁一体化项目拖垮母公司并破产重整（2019-2021），非钾锂载体失效；重整后 2023/2024/2025 ROE 27.9/13.6/22.3（2022 行 0.9 疑为数据异常，当年归母约 155 亿）,对照藏格矿业（同盐湖钾锂，ROE 中位 19.4）：盐湖体量数倍、成本相当；对照亚钾国际资源权属在境内、无国别风险,medium,钾/锂价格周期；五矿入主后的整合与资本开支（4 万吨锂盐项目）；重整遗留,维持,high,载体为察尔汗 3700 km² 采矿权（氯化钾储量占全国 97%、产能占 87%），法定物理独占；十年 ROE 中位仅 2.3% 的结构性原因是镁业项目与 2019-21 破产重整，重整后三年 ROE 14~28% 已恢复超额回报。,data/interim/moat_audit_2026-09-07/batch_02_input.json ; data/interim/moat_audit_2026-09-07/quant_evidence.csv ; data/companies/000792_盐湖股份/README.md ; docs/peer-group-calibration/a-share-potash-remaining.md ; https://file.finance.qq.com/finance/hs/pdf/2025/03/29/1222951156.PDF ; https://www.chyxx.com/industry/1231545.html ; https://caifuhao.eastmoney.com/news/20260401002437024182530,external_verified,制造业,2.29,19.0,3,batch_02.jsonl
