security_code,security_name,exchange,board,industry,listing_date,round1_attention_class,round1_attention_reason,round1_note,round1_reviewed_at_utc,prior_final_decision,prior_watch_selection_route,prior_decision_reason,prior_quality_tier,prior_strategy_tag,prior_tier_reason,prior_valuation_tier,prior_valuation_reason,prior_core_pool_eligible,decision_log_entries,decision_log_last_at_utc
688112,鼎阳科技,SSE,star_market,制造业,2021-12-01,boundary_pending,2026H1 中报复核（2026-08-23）：营收 3.58 亿(+28.3%)、归母 0.92 亿(+19.4%)、ROE 5.6%（25H1 4.9%）、毛利 63.9%（25H1 60.1%）——H1 ROE 折年约 11.1% 有改善，但近三年中位口径未变，待 2026 年报复核；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 6.0亿、毛利 61.5%；ROE18-25 51/40/40/27/10/10/7/9，近三年中位 9.1%,高端示波器突破与份额验证后复核,2026-08-23T00:00:00+00:00,watch,direct_watch,"Retained. 鼎阳科技: Direct watch: high-end electronic test instruments such as oscilloscopes, waveform generators, spectrum/RF tools, and bench instruments require long engineering accumulation, calibration reliability, channel trust, and product iteration. It is a domestic high-end instrument candidate. triage 67.69; moat 58.06; technology 75.62; market 68.15; quality 66.72; governance 71.62. Special dimension: 高端电子测量仪器.",,,,,,,1,
688113,联测科技,SSE,star_market,制造业,2021-05-06,boundary_pending,营收 5.0亿、毛利 41.5%；ROE18-25 18/25/23/19/11/11/9/9，近三年中位 9.4%,品类扩张,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688114,华大智造,SSE,star_market,制造业,2022-09-09,boundary_pending,2026H1 中报复核（2026-08-23）：营收 13.66 亿(+18.9%)、归母 -1.58 亿(+6.4%)、ROE -2.2%（25H1 -1.3%）、毛利 57.0%（25H1 52.8%）——H1 ROE -2.2%（25H1 -1.3%），多年 ROE 结构结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-09）：基因测序仪，**连续三年亏损**、2025 净利 −2.2 亿,,2026-08-23T00:00:00+00:00,watch,direct_watch,"Retained. 华大智造: Sequencing-instrument platform with instrument, reagent, and ecosystem capability; retained because sequencing hardware/toolchains are hard to replicate with capital alone. triage 63.73; moat 63.30; technology 72.75; market 62.53; quality 56.64; governance 67.28.",,,,,,,122,2026-08-09T22:17:00+00:00
688115,思林杰,SSE,star_market,制造业,2022-03-14,boundary_pending,营收 2.6亿、毛利 58.1%；ROE18-25 92/28/40/25/5/1/1/-1，近三年中位 0.7%,半导体测试外拓,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688116,天奈科技,SSE,star_market,制造业,2019-09-25,boundary_pending,营收 13.0亿、毛利 36.8%；ROE18-25 12/12/7/16/19/12/9/7，近三年中位 9.0%,单壁管溢价持续性与回报中枢验证后复核,2026-08-10T00:00:00+00:00,watch,direct_watch,"Retained. 天奈科技: Direct watch: carbon nanotube conductive additives require dispersion, purification, slurry/process know-how, customer qualification, and scale learning. This is a distinct battery-material step not covered by cathode, separator, or electrolyte leaders. triage 65.99; moat 56.18; technology 81.71; market 50.21; quality 66.71; governance 69.94. Special dimension: 碳纳米管导电剂龙头.",,,,,,,1,
688117,圣诺生物,SSE,star_market,制造业,2021-06-03,boundary_pending,2026H1 中报核对（2026-08-23）：营收 5.07 亿(+50.3%)、归母 1.35 亿(+52.0%)、ROE 12.1%（25H1 9.3%）、毛利 58.7%（25H1 56.9%）；与 07 月预告「预增」一致（预告 43~65%，实际 52%）——H1 +50%/+52% 为 GLP-1 多肽景气，防5 不变；维持 boundary_pending。前判（2025年报+26Q1+中报预告，2026-08-09）：多肽原料药与CDMO，毛利率由80.1%单调降至57.7%；2025年ROE回升至16.0%系GLP-1景气拉动,多肽CDMO大单验证,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
688118,普元信息,SSE,star_market,信息传输、软件和信息技术服务业,2019-12-04,boundary_pending,2026H1 中报复核（2026-08-23）：营收 0.76 亿(-23.2%)、归母 -0.45 亿(-52.0%)、ROE -5.3%（25H1 -3.5%）、毛利 46.6%（25H1 49.7%）——H1 ROE 折年约 -10.6% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 3.4亿、毛利 54.5%；ROE18-25 18/13/3/4/0/-2/1/1，近三年中位 0.8%,信创份额验证,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
688119,中钢洛耐,SSE,star_market,制造业,2022-06-06,boundary_pending,营收 20.0亿、毛利 12.6%；ROE18-25 35/33/19/13/9/2/-2/-5，其中 2 年为负,无重大变化则维持,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Watch. 中钢洛耐: 中钢洛耐 is retained as a boundary case because its refractory research, standards, and high-end material background may be more durable than current profitability suggests. It still needs deeper review because business quality and market position are weaker than the better resource or insulation cases. triage 46.65; moat 44.00; technology 56.75; market 49.50; quality 36.00; governance 68.00.",,,,,,,1,
688120,华海清科,SSE,star_market,制造业,2022-06-08,worth_attention,2026H1 中报复核（2026-08-23）：营收 26.43 亿(+35.6%)、归母 5.63 亿(+11.4%)、ROE 7.2%（25H1 7.5%）、毛利 43.0%（25H1 46.1%）——载体未见破坏，维持 worth_attention。前判（2025年报+2026Q1，2026-08-09）：L1 层，多年 ROE 结构稳定或上升，2025年报与2026Q1 未见护城河损坏,防3.1 ROE 检验通过；维持在池,2026-08-23T00:00:00+00:00,watch,direct_watch,Accepted. CMP is a separate core process step rather than a weaker version of etch or platform equipment.,L1,D-产业链爆发/关键瓶颈型,,高估,CMP设备国产垄断地位稳固，但FY2025与2026Q1增速均降至约6%（订单消化期），而PE-TTM 146x处5年99.8%分位、PB21.2处98.2%，当前市值达bull case 2028合理市值的约120%。增速与估值严重错配，定高估，不入池。,yes,210,2026-08-23T21:38:14+00:00
688121,卓然股份,SSE,star_market,制造业,2021-09-06,boundary_pending,营收 18.5亿、毛利 12.8%；ROE18-25 14/31/45/30/9/7/4/-8，近三年中位 3.9%,海外与新能源装备,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688122,西部超导,SSE,star_market,制造业,2019-07-22,worth_attention,L1 层，多年 ROE 结构稳定或上升，2025年报与2026Q1 未见护城河损坏,防3.1 ROE 检验通过；维持在池,2026-08-09T00:00:00+00:00,watch,direct_watch,Watch. 西部超导: 西部超导覆盖 NbTi 超导材料、钛合金和高温合金等战略材料，航空、军工、核磁等高验证场景使其真实壁垒远高于旧算法分数。 triage 54.36; moat 46.37; technology 56.89; market 68.13; quality 60.84; governance 67.84.,L1,D-产业链爆发/关键瓶颈型,,高估,低温超导国内唯一+军钛双寡头的稀缺性不变，聚变堆超导需求为长期期权；但2026Q1归母-74.2%（军品订单空窗），当前市值已达恢复情形bull case 2028的约97%，恢复预期计入充分。定中性；军钛订单拐点或聚变大单落地后复核。,yes,227,2026-08-23T21:38:14+00:00
688123,聚辰股份,SSE,star_market,制造业,2019-12-23,boundary_pending,2026H1 中报核对（2026-08-23）：营收 6.02 亿(+4.7%)、归母 5.25 亿(+156.1%)、ROE 18.2%（25H1 8.9%）、毛利 51.5%（25H1 60.3%）；与 07 月预告「预增」一致（预告 156~156%，实际 156%）——景气受益，护城河判断不变；维持 boundary_pending。前判（2025年报+26Q1+中报预告，2026-08-09）：EEPROM与DDR5内存模组SPD芯片，位置真实；但九年ROE在5.2~25.7%间剧烈摆动、毛利率在33.7~67.0%间摆动，回报由存储周期主导,,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 聚辰股份: EEPROM/memory-interface chip specialist; retained as a boundary memory-interface niche. triage 71.42; moat 64.39; technology 82.08; market 66.98; quality 68.88; governance 71.76.,,,,,,,110,2026-08-09T22:17:00+00:00
688125,安达智能,SSE,star_market,制造业,2022-04-15,boundary_pending,营收 7.0亿、毛利 43.8%；ROE18-25 34/14/28/25/11/2/-2/-6，其中 2 年为负,半导体封装设备外拓,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688126,沪硅产业,SSE,star_market,制造业,2020-04-20,boundary_pending,2026H1 中报复核（2026-08-23）：营收 23.17 亿(+36.5%)、归母 -9.65 亿(-163.3%)、ROE -5.6%（25H1 -3.0%）、毛利 -8.3%（25H1 -13.1%）——H1 仍亏损，多年亏损结构不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 37.2亿、毛利 -17.1%；ROE18-25 -2/1/1/2/1/-7/-13，其中 3 年为负,硅片出清后回报验证后复核,2026-08-23T00:00:00+00:00,watch,direct_watch,"Retained. 沪硅产业: Direct watch: 300mm semiconductor silicon wafers are capital intensive and technically difficult, with long customer validation. Current losses should not exclude a scarce national silicon-wafer platform. triage 59.76; moat 57.48; technology 68.06; market 61.76; quality 44.18; governance 67.18. Special dimension: 大硅片平台.",,,,,,,2,
688127,蓝特光学,SSE,star_market,制造业,2020-09-21,boundary_pending,2026H1 中报复核（2026-08-23）：营收 10.12 亿(+75.5%)、归母 2.72 亿(+163.2%)、ROE 11.8%（25H1 5.5%）、毛利 44.1%（25H1 36.0%）——H1 +76%/+163%、ROE 11.8%，光学棱镜/玻璃晶圆景气与果链客户集中（可竞争买方），规模 15 亿；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 15.4亿、毛利 43.1%；ROE18-25 28/17/21/10/6/11/13/20，近三年中位 12.8%、最低 6.5%——回报结构本身成立，但规模或毛利未达逐家深判门槛,品类与客户多元化后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 蓝特光学: Boundary watch: precision optical components, glass aspheric lenses, prisms, and optoelectronic parts have process and customer-validation barriers. It is retained below direct-watch optical leaders because scale and category control are weaker. triage 65.92; moat 54.53; technology 74.84; market 64.21; quality 70.53; governance 69.42. Special dimension: 精密光学元件与玻璃非球面.",,,,,,,1,
688128,中国电研,SSE,star_market,制造业,2019-11-05,boundary_pending,营收 47.7亿、毛利 34.2%；ROE18-25 19/20/13/13/14/15/15/16，近三年中位 15.2%、最低 12.8%——回报结构本身成立，但规模或毛利未达逐家深判门槛,检测主业占比与回报提升后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 中国电研: Boundary watch: testing/certification, equipment, and standardization services carry qualification, standard-participation, and long customer-trust barriers. It is not a pure equipment company, so growth and boundary of the moat need later review. triage 67.21; moat 61.95; technology 73.73; market 80.55; quality 59.30; governance 67.43. Special dimension: 电器检测与装备技术服务.",,,,,,,1,
688129,东来技术,SSE,star_market,制造业,2020-10-23,boundary_pending,营收 6.6亿、毛利 39.1%；ROE18-25 37/30/19/11/3/6/10/11，由前期中位 19.4% 降至近三年 10.1%（留存 52%）,前装突破,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688130,晶华微,SSE,star_market,信息传输、软件和信息技术服务业,2022-07-29,boundary_pending,高精度ADC与传感信号芯片，毛利49.7%但持续亏损、规模1.07亿,品类扩张,2026-08-09T00:00:00+00:00,,,,,,,,,,0,
688131,皓元医药,SSE,star_market,科学研究和技术服务业,2021-06-08,boundary_pending,营收 28.8亿、毛利 47.1%；ROE18-25 15/22/28/16/10/5/8/8，近三年中位 7.6%,差异化管线放量后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Retained. 皓元医药 is kept as a front-end molecular-building-block and tool-compound platform rather than as a smaller generic CDMO.,,,,,,,1,
688132,邦彦技术,SSE,star_market,制造业,2022-09-23,boundary_pending,营收 1.4亿、毛利 43.6%；ROE18-25 -361/25/16/15/4/-3/-2/-16，其中 4 年为负,订单恢复后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 邦彦技术: Boundary watch: defense/special-industry communication, dispatch, information-security systems, and command-control equipment have qualification and security barriers. Scale and project lumpiness keep it boundary. triage 65.14; moat 62.25; technology 82.00; market 49.90; quality 59.15; governance 70.65. Special dimension: 专用通信与信息安全系统.",,,,,,,1,
688133,泰坦科技,SSE,star_market,科学研究和技术服务业,2020-10-30,boundary_pending,营收 25.2亿、毛利 21.1%；ROE18-25 19/18/14/10/6/3/0/-1，近三年中位 0.5%,盈利转正与自有品牌占比,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 泰坦科技: 泰坦科技以自主品牌、代理品牌和集成服务为科研及质控客户提供试剂、耗材、仪器、实验室建设和科研软件。其壁垒不是单一产品技术，而是SKU体系、客户账户、合规供应链和一站式服务；相对国际科学服务巨头仍需折价。 triage 53.27; moat 46.35; technology 60.85; market 58.91; quality 44.09; governance 67.91.,,,,,,,1,
688135,利扬芯片,SSE,star_market,制造业,2020-11-11,boundary_pending,营收 6.2亿、毛利 27.9%；ROE18-25 5/16/10/10/3/2/-6/-1，其中 2 年为负,车规测试放量,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688136,科兴制药,SSE,star_market,制造业,2020-12-14,boundary_pending,2026H1 中报复核（2026-08-23）：营收 6.07 亿(-13.3%)、归母 1.34 亿(+66.7%)、ROE 7.4%（25H1 4.8%）、毛利 54.1%（25H1 63.6%）——H1 盈利 1.34 亿，多年亏损结构不因一期改变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 15.3亿、毛利 63.4%；ROE18-25 19/23/18/5/-5/-11/2/9，其中 2 年为负,海外放量兑现,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
688137,近岸蛋白,SSE,star_market,科学研究和技术服务业,2022-09-29,boundary_pending,营收 1.5亿、毛利 67.1%；ROE18-25 -177/223/75/11/1/-3/-4，其中 3 年为负,常规科研客户重建,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688138,清溢光电,SSE,star_market,制造业,2019-11-20,boundary_pending,营收 12.4亿、毛利 31.1%；ROE18-25 13/12/7/4/8/10/12/8，近三年中位 10.0%、最低 3.8%——回报结构本身成立，但规模或毛利未达逐家深判门槛,半导体掩膜高端突破后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 清溢光电: Boundary watch: flat-panel and IC photomasks have process and validation barriers, but the thesis overlaps with stronger photomask candidates, so it remains boundary. triage 62.83; moat 56.55; technology 69.82; market 58.73; quality 58.24; governance 68.45. Special dimension: 显示/IC掩膜版.",,,,,,,1,
688139,海尔生物,SSE,star_market,制造业,2019-10-25,boundary_pending,2026H1 中报复核（2026-08-23）：营收 12.96 亿(+8.4%)、归母 1.47 亿(+3.3%)、ROE 3.3%（25H1 3.3%）、毛利 47.1%（25H1 46.3%）——H1 ROE 折年约 6.7% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 23.3亿、毛利 46.8%；ROE18-25 12/13/15/27/16/10/9/6，近三年中位 8.6%,第二曲线盈利验证后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 海尔生物: Life-science cold-chain and biosafety equipment platform; retained narrowly for scenario know-how, reliability, and global channel expansion. triage 71.48; moat 67.86; technology 83.14; market 77.67; quality 60.73; governance 69.19.",,,,,,,1,
688141,杰华特,SSE,star_market,信息传输、软件和信息技术服务业,2022-12-23,boundary_pending,营收 26.6亿、毛利 26.4%；ROE18-25 24/14/-18/-25/-40，其中 3 年为负,车规与工业盈利改善,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688143,长盈通,SSE,star_market,制造业,2022-12-12,boundary_pending,营收 4.0亿、毛利 47.1%；ROE18-25 13/21/16/18/16/1/2/2，近三年中位 1.5%,批产放量,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688146,中船特气,SSE,star_market,制造业,2023-04-21,boundary_pending,用户点名复核（2026-08-23）：电子特气（三氟化氮/六氟化钨等，全球产能前列）。认证锁定成立（晶圆厂认证周期长），但定价权未证：ROE 2019-2022 18~24% → 2023-25 7.9/5.6/6.1（价格战＋IPO 摊薄），毛利 43%→29%；2026H1 营收 +83%、归母 +96%、毛利回升至 31.8%。现价 263.09、PE(TTM) 270 为主题定价，不入判定。维持 boundary_pending（60）。,毛利率回到 ≥38% 且 ROE ≥15% 连续两年,2026-08-23T00:00:00+00:00,watch,direct_watch,"Retained. 中船特气: Direct watch: electronic specialty gases require ultra-high purity, synthesis/purification, safety systems, and fab certification. They are core semiconductor process materials. triage 65.05; moat 58.67; technology 72.24; market 66.85; quality 57.88; governance 69.73. Special dimension: 电子特种气体.",,,,,,,3,2026-08-22T20:43:45+00:00
688147,微导纳米,SSE,star_market,制造业,2022-12-23,boundary_pending,营收 26.3亿、毛利 32.7%；ROE18-25 -232/120/21/6/6/13/9/8，近三年中位 9.1%,半导体ALD订单占比提升,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688148,芳源股份,SSE,star_market,制造业,2021-08-06,boundary_pending,2026H1 中报复核（2026-08-23）：营收 14.66 亿(+62.9%)、归母 0.45 亿(+130.3%)、ROE 8.8%（25H1 -30.5%）、毛利 11.1%（25H1 -2.9%）——H1 折年营收约 29.3 亿／ROE 8.8% 越过 A 层排队线，但排队口径为 2025 年报年度值，C→A 按年报重排；H1 盈利 0.45 亿，多年亏损结构不因一期改变；维持 boundary_pending，2026 年报后按 A 层复判。前判（2025年报+2026Q1，2026-08-10）：营收 22.8亿、毛利 6.2%；ROE18-25 7/13/7/6/0/-35/-54/-20，其中 3 年为负,格局出清,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
688150,莱特光电,SSE,star_market,制造业,2022-03-18,boundary_pending,营收 5.5亿、毛利 73.0%；ROE18-25 -3/17/13/14/7/5/10/12，近三年中位 9.6%,材料品类扩张与盈利中枢验证后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 莱特光电: Boundary watch: OLED organic terminal materials have formulation, purification, and panel-maker validation barriers. Retained as a display-material niche, but customer concentration and panel-cycle exposure keep it boundary. triage 63.86; moat 52.79; technology 77.21; market 49.05; quality 70.63; governance 70.37. Special dimension: OLED终端材料.",,,,,,,1,
688151,华强科技,SSE,star_market,制造业,2021-12-06,boundary_pending,2026H1 中报核对（2026-08-23）：营收 2.19 亿(+23.2%)、归母 0.10 亿(+130.5%)、ROE 0.2%（25H1 0.1%）、毛利 21.5%（25H1 19.2%）；与 07 月预告「预增」一致（预告 106~158%，实际 131%）——规制回报/不可判结论不变；维持 boundary_pending。前判（2025年报+26Q1+中报预告，2026-08-09）：防护装备与医疗器械，毛利24.9%、ROE1.0%,器件化高毛利品类,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
688152,麒麟信安,SSE,star_market,信息传输、软件和信息技术服务业,2022-10-28,boundary_pending,营收 3.1亿、毛利 68.4%；ROE18-25 27/43/60/46/23/-2/1/-5，其中 2 年为负,信创份额突破后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 麒麟信安: Domestic OS and security platform; retained narrowly because operating-system adaptation and secure computing ecosystem can become a scarce local capability. triage 61.43; moat 53.48; technology 70.71; market 49.28; quality 66.18; governance 70.42.,,,,,,,1,
688153,唯捷创芯,SSE,star_market,制造业,2022-04-12,boundary_pending,营收 23.2亿、毛利 25.3%；ROE18-25 -21/-17/-18/-8/2/3/-1/1，其中 5 年为负,毛利中枢修复,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688155,先惠技术,SSE,star_market,制造业,2020-08-11,boundary_pending,营收 30.4亿、毛利 28.4%；ROE18-25 9/20/9/6/-8/3/13/17，近三年中位 13.3%、最低 -8.1%——回报结构本身成立，但规模或毛利未达逐家深判门槛,非锂电装备外拓,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688156,路德科技,SSE,star_market,水利、环境和公共设施管理业,2020-09-22,boundary_pending,2026H1 中报复核（2026-08-23）：营收 2.10 亿(+42.9%)、归母 0.09 亿(+168.3%)、ROE 1.2%（25H1 -1.6%）、毛利 30.7%（25H1 18.9%）——H1 盈利 0.09 亿，多年亏损结构不因一期改变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 3.8亿、毛利 19.9%；ROE18-25 7/14/11/10/3/3/-7/-9，其中 2 年为负,异地复制验证,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
688157,松井股份,SSE,star_market,制造业,2020-06-09,boundary_pending,营收 7.2亿、毛利 43.1%；ROE18-25 20/26/19/9/7/6/7/2，近三年中位 6.4%,无重大变化则维持,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Watch. 松井股份: retained for high-end industrial coatings used in 3C, automotive and new-energy applications where formulation know-how and customer qualification matter. triage 49.37; moat 44.14; technology 58.00; market 44.93; quality 54.86; governance 68.43.",,,,,,,1,
688158,优刻得,SSE,star_market,信息传输、软件和信息技术服务业,2020-01-20,boundary_pending,2026H1 中报复核（2026-08-23）：营收 9.82 亿(+24.1%)、归母 0.08 亿(+150.8%)、ROE 0.3%（25H1 -0.7%）、毛利 28.4%（25H1 25.0%）——H1 折年营收约 19.6 亿且盈利越过 B 层排队线，但排队口径为 2025 年报年度值；H1 盈利 0.08 亿，多年亏损结构不因一期改变；维持 boundary_pending，2026 年报后按 B 层复判。前判（2025年报+2026Q1，2026-08-10）：营收 17.0亿、毛利 25.7%；ROE18-25 5/1/-10/-21/-13/-12/-10/-3，其中 6 年为负,盈利模型验证后复核,2026-08-23T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 优刻得: Boundary watch: IaaS/public cloud and cloud infrastructure require engineering depth and customer trust. It is much weaker than hyperscale cloud leaders, but A-share pure cloud scarcity justifies monitoring. triage 63.92; moat 61.03; technology 66.67; market 61.33; quality 62.22; governance 67.43. Special dimension: 独立云计算基础设施.",,,,,,,1,
688159,有方科技,SSE,star_market,制造业,2020-01-23,boundary_pending,营收 24.1亿、毛利 13.2%；ROE18-25 14/11/-9/-2/-7/-5/13/3，其中 4 年为负,车载模组份额,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688160,步科股份,SSE,star_market,制造业,2020-11-12,boundary_pending,营收 7.2亿、毛利 36.2%；ROE18-25 20/21/24/12/13/8/6/7，近三年中位 7.3%,人形机器人电机放量后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 步科股份: Boundary watch: servo, HMI, inverter, and motion-control components are lower-level automation capabilities with robotics/logistics optionality. Competitive advantage versus larger domestic and global players remains uncertain. triage 56.05; moat 45.78; technology 64.72; market 53.32; quality 62.65; governance 70.06. Special dimension: 运动控制与工业自动化部件.",,,,,,,1,
688161,威高骨科,SSE,star_market,制造业,2021-06-30,boundary_pending,营收 15.2亿、毛利 64.9%；ROE18-25 21/23/26/20/13/3/6/7，近三年中位 5.7%,集采后量价模型与增长验证后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 威高骨科: Orthopedic implant platform; retained as the selected orthopedic boundary case despite VBP pressure. triage 65.14; moat 61.52; technology 68.20; market 66.45; quality 68.27; governance 68.61.,,,,,,,1,
688162,巨一科技,SSE,star_market,制造业,2021-11-10,boundary_pending,营收 43.4亿、毛利 15.0%；ROE18-25 3/26/16/12/6/-8/1/3，近三年中位 0.9%,第三方电驱份额,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688163,赛伦生物,SSE,star_market,制造业,2022-03-11,boundary_pending,2026H1 中报复核（2026-08-23）：营收 1.04 亿(+3.4%)、归母 0.36 亿(+8.1%)、ROE 3.2%（25H1 3.0%）、毛利 78.3%（25H1 77.3%）——H1 ROE 折年约 6.3% 仍低于 10%，回报不足结论不变；维持 boundary_pending。前判（2025年报+2026Q1，2026-08-10）：营收 2.0亿、毛利 78.1%；ROE18-25 16/22/21/23/7/4/4/5，近三年中位 4.1%,治理事件出清后按判例7复核升级,2026-08-23T00:00:00+00:00,,,,,,,,,,0,
688165,埃夫特,SSE,star_market,制造业,2020-07-15,boundary_pending,营收 9.3亿、毛利 5.2%；ROE18-25 -2/-3/-9/-10/-10/-3/-9/-35，其中 8 年为负,盈利转正与份额验证,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 埃夫特: robot body and intelligent manufacturing platform with full-series products, retained below stronger control/automation leaders. triage 54.55; moat 47.83; technology 65.17; market 52.58; quality 39.67; governance 66.50.",,,,,,,1,
688166,博瑞医药,SSE,star_market,制造业,2019-11-08,boundary_pending,营收 12.2亿、毛利 50.8%；ROE18-25 15/13/12/16/13/9/8/2，近三年中位 7.8%,GLP-1管线与制剂兑现后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,Retained after boundary review. 博瑞医药: Complex API and synthetic-biology/innovative formulation optionality; retained as boundary high-technical API case. triage 63.87; moat 57.26; technology 77.82; market 58.12; quality 62.32; governance 66.16.,,,,,,,1,
688167,炬光科技,SSE,star_market,制造业,2021-12-24,boundary_pending,半导体激光元器件，毛利43.3%显示技术含量；但持续亏损、中报净利-170%，规模与 IPG/相干仍有差距,车载放量盈利验证后复核,2026-08-09T00:00:00+00:00,watch,direct_watch,Watch. 炬光科技: 炬光科技虽不属于传统分立器件，但高功率半导体激光、微纳光学、LIMO/SUSS/ams OSRAM资产整合和全球生产研发网络显示出独立光子平台能力。 triage 60.41; moat 52.00; technology 77.00; market 47.00; quality 61.40; governance 66.50.,,,,,,,1,
688168,安博通,SSE,star_market,信息传输、软件和信息技术服务业,2019-09-06,boundary_pending,营收 5.6亿、毛利 79.5%；ROE18-25 27/16/4/7/-1/1/-10/-15，其中 3 年为负,份额验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688169,石头科技,SSE,star_market,制造业,2020-02-21,boundary_pending,扫地机器人全球份额第一，毛利 42.3%；但 ROE 由 62% **单调降至 10-20%**；ROE18-25 62/72/24/18/13/20/16/10,格局出清品牌溢价重建后复核,2026-08-10T00:00:00+00:00,watch,direct_watch,"Watch. 石头科技: 石头科技 is retained as a direct service-robot leader because navigation algorithms, high-end product iteration, brand positioning, overseas channel, and software/hardware integration create a differentiated moat from 科沃斯. triage 59.35; moat 53.00; technology 76.00; market 44.25; quality 47.00; governance 72.00.",,,,,,,1,
688170,德龙激光,SSE,star_market,制造业,2022-04-29,boundary_pending,营收 7.9亿、毛利 40.9%；ROE18-25 -3/8/22/16/6/3/-3/2，其中 2 年为负,半导体激光应用放量,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688171,纬德信息,SSE,star_market,信息传输、软件和信息技术服务业,2022-01-27,boundary_pending,营收 1.4亿、毛利 51.4%；ROE18-25 62/58/32/21/5/2/1/1，近三年中位 1.4%,跨行业复制,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688172,燕东微,SSE,star_market,制造业,2022-12-16,boundary_pending,营收 18.3亿、毛利 6.7%；ROE18-25 -3/1/8/4/3/-1/-3，其中 3 年为负,特色工艺盈利验证,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688173,希荻微,SSE,star_market,信息传输、软件和信息技术服务业,2022-01-21,boundary_pending,营收 9.4亿、毛利 30.1%；ROE18-25 -20/-39/-62/6/-1/-3/-18/-8，其中 7 年为负,车规放量,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
688175,高凌信息,SSE,star_market,制造业,2022-03-15,boundary_pending,营收 2.3亿、毛利 35.5%；ROE18-25 11/16/25/19/6/2/-3/-2，其中 2 年为负,订单恢复后复核,2026-08-10T00:00:00+00:00,watch,boundary_judged_watch,"Retained after boundary review. 高凌信息: Special communication, network-security, and endogenous-security provider serving defense and public-security scenarios, with specialized communication and network trust capability. triage 58.57; moat 52.04; technology 71.58; market 43.67; quality 57.58; governance 71.00.",,,,,,,1,
688176,亚虹医药,SSE,star_market,制造业,2022-01-07,boundary_pending,营收 2.8亿、毛利 74.0%；ROE18-25 -131/-5779/-98/-33/-9/-16/-18/-23，其中 8 年为负,核心品种获批放量,2026-08-10T00:00:00+00:00,,,,,,,,,,0,
