security_code,security_name,q1_business_model_score,q2_moat_score,q2_reason,q3_capital_allocation_score,q4_management_score,credibility_deduction,quality_score,quality_tier,tier_reason,prior_tier,primary_strategy_tag,flags,score_reason,batch,evidence_status,evidence_note,evidence_sources,score_version,scored_at
002532,天山铝业,62,74,,72,68,0,69.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,自备电+氧化铝一体化成本优势+电解铝产能指标法定稀缺,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。同神火——**电解铝产能指标法定稀缺**+自备电+氧化铝一体化成本优势。72→74,—,v0.4,2026-07-31
002410,广联达,68,76,,62,66,0,69.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,E-落难白马型,,造价软件事实标准+数据积累+切换成本，真实；Q3 施工业务巨额投入回报差与减值,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。造价软件**事实标准**+计价数据库积累+切换成本，事实标准是强锁；施工业务减值由 Q3 承担。74→76,—,v0.4,2026-07-31
002938,鹏鼎控股,62,72,,72,72,0,69.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,FPC全球第一+苹果绑定，但苹果依赖极重、逐代议价、转单风险,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。**FPC 全球第一**+苹果深度绑定，原判仅记「苹果依赖」而未计全球第一的规模与良率壁垒。68→72,—,v0.4,2026-07-31
688334,西高院,68,71,,68,70,0,69.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,高压电器检测资质+设备，与电科院并列,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。高压电器检测资质+大型试验设备投入，与电科院并列的稀缺资质。70→71,—,v0.4,2026-07-31
002273,水晶光电,66,71,,70,70,0,69.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,光学镀膜工艺+苹果供应链，AR/HUD在建,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。光学镀膜工艺+苹果供应链认证，AR/HUD 在建。70→71,—,v0.4,2026-07-31
002738,中矿资源,58,74,,72,72,0,69.3,L2,护城河强（Q2=74）足以倚仗，但生意模式塌陷（Q1=58）——降一档不越档,L3,F-垄断资源型,short_board(Q1),铯铷盐全球垄断是真硬载体，Bikita锂矿次之；锂价周期剧烈,B5资源,corrected,**Q2 打低**：全球铯市场份额超 50%，掌握**80% 以上全球已探明铯榴石矿储量**，拥有**全球定价权**；Tanco 为全球储量最大铯榴石矿，与 Bikita 合计近乎垄断全球铯榴石资源；竞争对手雅保或因资源枯竭退出。这是物理资源垄断+定价权，非「细分小」。但铯铷营收占比有限、锂盐主业为无护城河的商品业务，覆盖度打折。70→74，**升 L2**。,finance.sina.com.cn/roll/2024-12-06/doc-incypnsn8756623; 中国金属矿业经济研究院研究报告,v0.4,2026-07-31
002438,江苏神通,66,72,,68,68,0,69.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,核电阀门资质稀缺+冶金阀门,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。**核电阀门核级资质为法定稀缺**（安全审批，供应商名录极短）+冶金阀门，法律锁被原判低估。70→72,—,v0.4,2026-07-31
002648,卫星化学,62,71,,72,72,0,69.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,,C2/C3一体化+乙烷路线成本优势真实，但依赖美国乙烷供应链、地缘风险,B4化工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。C2/C3 一体化+乙烷裂解路线成本优势（国内极少数），地缘风险由 Q1 承担。70→71,—,v0.4,2026-07-31
002252,上海莱士,68,74,,64,64,0,69.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,浆站牌照+海尔入主；Q3/Q4 历史证券投资巨亏是资本配置污点,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。浆站牌照真实，历史证券投资巨亏由 Q3/Q4 承担，74 合理。维持,—,v0.4,2026-07-31
920186,中科仪,64,73,,68,68,0,69.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,半导体干式真空泵国产唯一，中科院体系；细分窄,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。半导体干式真空泵**国产唯一**+中科院体系，细分窄不减门槛。72→73,—,v0.4,2026-07-31
003031,中瓷电子,64,73,,68,68,0,69.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,电子陶瓷外壳国产替代+中电13所氮化镓资产注入,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。电子陶瓷外壳国产替代+中电 13 所氮化镓资产注入，军工与射频双线。72→73,—,v0.4,2026-07-31
688114,华大智造,62,76,,66,66,0,69.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,测序仪全球唯二自主+专利突破，真实稀缺；长期亏损+Illumina诉讼,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式2**。测序仪**全球唯二自主**（对 Illumina 的专利突破）——「全球唯二」是极稀缺位置，原判 74 低估。74→76,—,v0.4,2026-07-31
300415,伊之密,66,68,,72,72,0,68.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,注塑机国内第二，海天对峙，门槛一般,B11机械,corrected,**Q2 打低**：注塑机国内「一超多强」格局中稳居第二（海天 40%+）；**压铸机排名国内第二**（力劲第一），且**国内具备 6000 吨以上大型压铸机设计生产能力的企业仅力劲、伊之密、海天金属三家**——一体化压铸的吨位门槛是真实技术壁垒，非「门槛一般」。64→68。,chyxx.com/industry/1264333; news.smm.cn/news/102684637,v0.4,2026-07-31
002414,高德红外,62,76,,64,66,0,68.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,民企唯一完整武器系统总体资质+红外芯片自主，资质稀缺；扩张多回报差、应收长,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。**民企唯一完整武器系统总体资质**——总体资质是极稀缺的法定准入，叠加红外探测器芯片自主，原判 74 明显低估该资质的稀缺性。74→76（扩张回报差与应收长仍由 Q1/Q3 反映）,—,v0.4,2026-07-31
603019,中科曙光,62,72,,70,68,0,68.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,中科院体系+海光股权+信创份额；服务器低毛利、客户集中,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。中科院体系+海光股权+信创份额，72 合理；服务器低毛利由 Q1 反映。维持,—,v0.4,2026-07-31
002311,海大集团,60,70,,76,82,-2,68.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,short_board(Q1),Q1 饲料低毛利加工；Q3/Q4 是真实强项（扩张ROIC稳定、管理层业内标杆）,anchor,corrected,**Q2/Q1 均打低**：**全球首家年饲料销量突破 3000 万吨的企业**，2025 销量 3208 万吨 +21%；海外以印尼/越南/埃及为核心，**多数核心国家市场份额已跻身行业前三**；饲料+种苗+动保一体化，种苗收入 14.4 亿、对虾育种拥有高遗传多样性种质资源库。全球第一的规模与一体化不是「低毛利加工」可概括。Q2 62→70、Q1 58→60。**升 L2**。,finance.sina.com.cn/stock/relnews/cn/2026-03-02 海大集团全球饲料第一; 国信证券海大集团研报,v0.4,2026-07-31
002906,华阳集团,64,70,,70,70,0,68.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,HUD份额领先但品类窄、竞争加剧,B12软件,corrected,**Q2 打低**：HUD 国内市占 **23.4% 排名第一**，**行业首家出货量突破 200 万套**；HUD 与车载无线充电等多条产品线**连续多年中国份额第一**；座舱域控、液晶仪表、屏显示份额快速提升。2026 预计收入 148.36 亿 +23.09%。「品类窄」判断不成立。64→70。,smartautoclub.com/p/102146; stock.finance.sina.com.cn 华阳集团研报(002906),v0.4,2026-07-31
300476,胜宏科技,64,68,,74,70,0,68.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,HDI+AI服务器PCB放量，但门槛低于沪电深南,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。HDI+AI 服务器 PCB 放量，门槛低于沪电深南但非无壁垒。66→68,—,v0.4,2026-07-31
300373,扬杰科技,64,68,,72,72,0,68.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,IDM分立器件+车规认证在建，对标英飞凌差距大、价格战,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。IDM 一体化+车规认证在建有独立价值，对标英飞凌差距大但非被全面覆盖。66→68,—,v0.4,2026-07-31
603031,安孚科技,76,76,,62,64,-3,68.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,A-DCF/现金流复利型,,南孚品牌心智独占+渠道真实，品类天花板；Q3/Q4 多层收购结构+少数股东权益复杂+高杠杆,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。**南孚品牌在碱性电池品类心智独占**+渠道深度，品类小不减心智锁硬度；多层收购结构与杠杆由 Q3/Q4 与扣分承担。74→76,—,v0.4,2026-07-31
000661,长春高新,70,70,,66,64,0,68.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L4,E-落难白马型,,生长激素份额第一但集采+竞争加剧、品类单一依赖；金赛关联与管理层争议,B13医药,corrected,**Q2 打低**：金赛药业占生长激素市场 **74% 份额**，中国已超越美国成为全球最大生长激素市场（2018年40亿→2023年116亿，CAGR 23.9%）；2022 广东联盟集采中标价仅降 13%，冲击弱于预期。74% 份额+长效技术领先是真实壁垒。但集采持续、安科/特宝/济川长效制剂在临床，属明确侵蚀路径。64→70，**升 L2**。,21jingji.com/article/20250930; nbd.com.cn/articles/2025-05-29/3892873,v0.4,2026-07-31
688629,华丰科技,66,70,,68,68,0,68.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,军用连接器+高速背板，弱于中航光电、民品在追,B6军工,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式3（不如第一名≠被全面覆盖）**。军用连接器+高速背板有独立军品资质与型号，弱于中航光电但非被覆盖。68→70,—,v0.4,2026-07-31
300502,新易盛,62,68,,74,72,0,68.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,erosion_path(中高),800G/1.6T交付与成本控制强，但每两年一代重新竞争+客户集中+逐代通缩,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。800G/1.6T 交付能力与成本控制是真实工程能力，逐代重赢的结构性弱点已由 erosion_path 旗标承担，不应在 Q2 重复扣。66→68,—,v0.4,2026-07-31
300435,中泰股份,68,67,,70,70,0,68.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,G-股东回报型低估,,深冷技术+氢能布局，细分小,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。深冷技术+氢能布局，细分小不减门槛。66→67,—,v0.4,2026-07-31
300347,泰格医药,66,72,,64,68,0,68.3,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,临床CRO国内第一+SMO+数据，真实；投融资周期冲击+大量股权投资拖累,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。临床 CRO **国内第一**+SMO+临床数据积累。70→72,—,v0.4,2026-07-31
300604,长川科技,64,70,,70,68,0,68.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,测试机/分选机国产替代，但对标爱德万/泰瑞达差距大,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。对标爱德万/泰瑞达差距大且非唯一国产，70 合理。维持,—,v0.4,2026-07-31
300759,康龙化成,66,69,,68,70,0,68.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,实验室服务+CMC一体化，弱于药明,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。实验室服务+CMC 一体化，弱于药明但非被全面覆盖。68→69,—,v0.4,2026-07-31
002422,科伦药业,62,72,,68,68,0,68.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,输液龙头份额+科伦博泰ADC管线是真实期权；输液低毛利重资产+长期高负债,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。输液**国内龙头份额第一**（规模+GMP 产能壁垒）+科伦博泰 ADC 管线期权。70→72,—,v0.4,2026-07-31
688820,盛合晶微,58,75,,66,68,0,67.9,L2,护城河强（Q2=75）足以倚仗，但生意模式塌陷（Q1=58）——降一档不越档,L2,D-产业链爆发/关键瓶颈型,short_board(Q1),2.5D/3D先进封装国内领先+中芯体系；重资产爬坡期,B8半导体设计,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。2.5D/3D 先进封装国内领先+中芯体系，与长电/通富据证据上修后应同步。74→75,—,v0.4,2026-07-31
300015,爱尔眼科,80,72,,66,66,-4,67.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,,Q1 现金收款+刚性需求+规模经济；Q2 连锁模式可复制（华厦/普瑞在追）；扣分为巨额商誉,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。眼科连锁**规模第一**+医生培养体系+品牌，连锁可复制但规模与医生储备需时间。70→72,—,v0.4,2026-07-31
688652,京仪装备,64,70,,68,68,0,67.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,半导体专用温控/废气设备国产替代，细分市场小,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。温控/废气设备国产替代，细分小且技术门槛中等，70 合理。维持,—,v0.4,2026-07-31
688630,芯碁微装,66,68,,68,70,0,67.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,PCB直写光刻国内领先，半导体前道未突破、市场窄,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。PCB 直写光刻国内领先但半导体前道未突破，68 合理。维持,—,v0.4,2026-07-31
000938,紫光股份,62,73,,66,66,0,67.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,新华三企业网份额国内第二+政企渠道，真实；少数股权收购耗资巨大+紫光重整影响,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。新华三企业网**国内第二**+政企渠道，非被全面覆盖。72→73,—,v0.4,2026-07-31
300346,南大光电,62,72,,66,68,0,67.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,MO源全球寡头真实，但光刻胶进展慢、多元扩张回报未验证,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。**MO 源全球寡头**是真寡头格局，市场规模小不减门槛硬度；光刻胶进展慢由 Q3 反映。70→72,—,v0.4,2026-07-31
300776,帝尔激光,64,69,,68,70,0,67.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,光伏激光工艺设备领先，但光伏技术路线切换风险大,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。光伏激光工艺设备领先，技术路线切换风险由 Q1 承担。68→69,—,v0.4,2026-07-31
000403,派林生物,66,71,,66,64,0,67.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,浆站牌照，规模小于天坛华兰；实控人变更频繁,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。**浆站牌照法定管制**，规模小于天坛华兰但牌照锁同质。70→71,—,v0.4,2026-07-31
300308,中际旭创,62,70,,74,75,-2,67.55,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L1,D-产业链爆发/关键瓶颈型,erosion_path(中高),每两年一代重新竞争的跑步机+大客户集中+逐代通缩；CPO/硅光转换为中高概率侵蚀,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。800G/1.6T 交付能力与良率**全球第一梯队**，逐代重赢的弱点已由 erosion_path 旗标承担。68→70,—,v0.4,2026-07-31
300014,亿纬锂能,62,69,,68,72,0,67.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,大圆柱+储能+多元布局，弱于宁德；电池重资产+价格战+客户强势,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。大圆柱+储能+多元布局，弱于宁德但非被全面覆盖。68→69,—,v0.4,2026-07-31
002675,东诚药业,64,72,,64,66,0,67.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,核药生产经营牌照+放射性药品准入稀缺，真实；并购商誉,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。**核药生产经营牌照与放射性药品准入为法定稀缺**（辐射安全许可，全国极少），法律锁被原判低估。70→72,—,v0.4,2026-07-31
002142,宁波银行,62,73,,72,76,-3,67.5,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,G-股东回报型低估,,长三角小微客群经营+风控文化，城商行最优，但仍是牌照生意；扣分为资产质量固有滞后不可验证,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。长三角小微客群经营能力+风控文化为**城商行最优**，客群与风控数据是长期积累。72→73,—,v0.4,2026-07-31
688729,屹唐股份,62,72,,66,66,0,67.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,收购Mattson获得去胶/干法刻蚀技术与全球客户，整合与制裁风险并存,B7半导体设备,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。技术由收购 Mattson 获得，整合与制裁风险并存，72 合理。维持,—,v0.4,2026-07-31
002281,光迅科技,62,72,,66,66,0,67.4,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,光芯片自主+烽火体系，但国企机制、份额被民企超,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式1。**光芯片自主**是真实垂直壁垒（多数模块厂不具备）+烽火体系；国企机制与份额被超由 Q1/Q3 反映。70→72,—,v0.4,2026-07-31
603501,豪威集团,66,73,,70,70,-3,67.2,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,原韦尔股份。CIS全球前三但居索尼三星之后；蛇吞象并购成功但商誉大、手机端价格战,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式3。CIS **全球前三**（索尼/三星之后），全球前三本身是壁垒而非「居于其后」。70→73,—,v0.4,2026-07-31
002008,大族激光,64,70,,66,66,0,67.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,激光设备平台+苹果绑定；订单波动+3C客户集中+多元化分拆反复,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。激光设备平台真实但泛半导体设备竞争激烈、多元化分拆反复，70 合理。维持,—,v0.4,2026-07-31
600031,三一重工,62,72,,72,76,-3,67.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,C-GARP成长型,short_board(Q1),Q1 强周期+信用销售应收大；Q2 制造know-how+全球化可被追赶；扣分为应收+融资租赁敞口,anchor,corrected,**Q2/Q1 均打低**：**2026 全球工程机械第 4**（销售额 127.16 亿美元）；**海外收入占比近 64%**，国际化程度最高的民企龙头；2025 全年毛利率 27.48%、挖机毛利率 32.74%。全球第四的规模与海外渠道网络不是「门槛一般」。Q2 66→72、Q1 58→62。**升 L2**。（应收与融资租赁敞口仍由扣分反映）,finance.sina.com.cn/wm/2026-06-18 全球工程机械50强; caifuhao 三一重工投资价值深度评估(2026-07-19),v0.4,2026-07-31
300316,晶盛机电,60,71,,66,70,0,67.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,E-落难白马型,,长晶炉技术+半导体大硅片设备转型，真实但光伏设备断崖与应收拖累,B13医药,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。长晶炉技术+半导体大硅片设备转型，技术积累真实；光伏断崖由 Q1 承担。70→71,—,v0.4,2026-07-31
002384,东山精密,62,76,,66,66,-2,67.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,short_board(Q1),多业务并购拼装无单一深壁垒；客户集中+重资产+商誉,B9光电,corrected,**Q2 严重打低，「多业务并购拼装无单一深壁垒」判错**：Prismark 口径 **FPC 全球第二、PCB 全球第三**；可量产 **78 层超高阶服务器板**，**AI 服务器 PCB 全球市占 30%+**；收购索尔思光电实现稀缺的 **PCB+光芯片 IDM 一体化**；深度绑定苹果/特斯拉/英伟达/思科/诺基亚。2026Q1 业绩大超预期、**AI 业务利润贡献超 50%**。Q2 64→76、Q1 58→62。,sina 2026年东山精密公司研究报告; sina.cn/news/detail/5317704807613099,v0.4,2026-07-31
688981,中芯国际,55,84,国内先进逻辑代工唯一+政策承保需求与生存；EUV断供使全球代差拉大,58,66,-2,66.85,L2,护城河强（Q2=84）足以倚仗，但生意模式塌陷（Q1=55）——降一档不越档,L1,D-产业链爆发/关键瓶颈型,strategic_asset;short_board(Q1),Q2 85：国内先进逻辑代工垄断、需求/生存/资金政策承保（strategic_asset）；Q1 全球最重资本开支且非全球赢家,anchor,verified,**Q1=55 被证据坐实，甚至偏宽松**：2025 年 ROIC 仅 **2.17%**；2026 年总折旧预计同比增约三成；2026Q1 营收 176.17 亿 +8.07%、净利 13.61 亿 +0.36%（净利率 7.7%）、毛利率 20.1%、产能利用率 93.1%。护城河（国内先进逻辑代工唯一+政策承保）与生意模式之差同时为真。,2025年年度报告与2026年一季报(688981); nbd.com.cn/articles/2026-05-14/4393298,v0.4,2026-07-31
300413,芒果超媒,64,69,,66,66,0,66.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,E-落难白马型,,芒果TV差异化内容+湖南广电牌照，真实但内容需持续赢；内容投入持续,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。芒果 TV 差异化内容+**湖南广电牌照**（视听牌照法定稀缺）。68→69,—,v0.4,2026-07-31
300215,电科院,66,70,,60,64,0,66.1,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L4,C-GARP成长型,,高压电器检测资质稀缺+设备投入巨大，真实但市场小；巨额资本开支回报差、长期低ROE,B14其他,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。高压电器检测**资质稀缺+试验设备投入极高**（数十亿级），门槛真实；回报差由 Q3 承担。68→70,—,v0.4,2026-07-31
000408,藏格矿业,62,77,察尔汗采矿权+巨龙铜矿权益，资源硬；治理为独立扣分项,70,58,-3,66.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,F-垄断资源型,governance_open_issue,察尔汗采矿权+巨龙铜矿权益资源硬；Q4 实控人历史违规与资金占用前科；麻米措推进慢,B5资源,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。察尔汗采矿权+巨龙铜矿权益，77 合理；治理问题由独立旗标与扣分承担。维持,—,v0.4,2026-07-31
600584,长电科技,58,76,,66,66,-2,66.0,L2,护城河强（Q2=76）足以倚仗，但生意模式塌陷（Q1=58）——降一档不越档,L3,D-产业链爆发/关键瓶颈型,short_board(Q1),全球封测第三+先进封装+晟碟并购；封测生意结构本身较差,B8半导体设计,corrected,**Q2 严重打低**：国内第一、**全球第三**封测厂，2025 全球市占 **12.18%**，仅落后安靠约 2 个百分点，机构看好 2026 反超登顶全球第二；**A 股唯一实现 HBM3E 量产且良率 98.5%**；掌握 XDFOI Chiplet 高密度异构集成并量产；**先进封装收入占比超 50%**。这是真实的技术壁垒，非「封测生意结构本身较差」可概括。70→76，**升 L2**。,sina 长电科技冲刺全球第二; caifuhao 先进封装竞争格局调研(2026-05-20),v0.4,2026-07-31
300496,中科创达,62,67,,66,70,0,66.0,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,高通深度绑定+OS定制能力，但人力外包属性重、天花板明确,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。高通深度绑定+OS 定制能力真实，人力外包属性由 Q1 承担。66→67,—,v0.4,2026-07-31
300073,当升科技,60,67,,68,70,0,65.9,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,D-产业链爆发/关键瓶颈型,,高镍正极+海外客户认证；材料加工低毛利+价格传导,B10电新,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。高镍正极+海外客户认证周期，材料认证是真实门槛。66→67,—,v0.4,2026-07-31
002338,奥普光电,62,69,,64,66,0,65.8,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L4,C-GARP成长型,,长春光机所体系+军品光电资质真实，但体量小、扩张有限,B11机械,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式2。长春光机所体系+军品光电资质真实，体量小由 Q1/Q3 承担。68→69,—,v0.4,2026-07-31
000063,中兴通讯,58,74,,62,62,0,65.8,L2,护城河强（Q2=74）足以倚仗，但生意模式塌陷（Q1=58）——降一档不越档,L2,D-产业链爆发/关键瓶颈型,short_board(Q1),Q1 运营商招标制+必须持续巨额研发；Q2 全球四寡头+专利池真实；Q4 计2018制裁违规史,anchor,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：**模式1**。电信设备**全球四寡头之一**+5G 专利池，原判仅记招标制与研发投入而未计全球四寡头格局。72→74,—,v0.4,2026-07-31
300454,深信服,64,66,,64,70,0,65.7,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,,安全产品矩阵+渠道，竞争激烈无绝对壁垒；项目制人力密集+持续亏损,B12软件,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。安全产品矩阵与渠道真实但竞争激烈无绝对壁垒，66 合理。维持,—,v0.4,2026-07-31
688183,生益电子,62,66,,66,70,0,65.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L2,D-产业链爆发/关键瓶颈型,,生益体系PCB，弱于母公司覆铜板壁垒,B9光电,reexamined_no_source,按 §10.7 偏差模式复检（未取外部新证）：模式不适用。生益体系 PCB，壁垒弱于母公司覆铜板，66 合理。维持,—,v0.4,2026-07-31
000425,徐工机械,60,72,,70,72,-3,65.6,L2,资本复制测试通过，但存在可见侵蚀路径或明确同业竞争,L3,C-GARP成长型,short_board(Q1),品类最全+海外扩张，与三一并列；强周期+信用销售应收重,B11机械,corrected,**2026 全球工程机械第 3**（销售额 143.68 亿美元），品类最全。与三一同属全球第一梯队，Q2 66→72、Q1 58→60。**升 L2**。,finance.sina.com.cn/wm/2026-06-18 全球工程机械50强,v0.4,2026-07-31
