priority,priority_reason,severity,security_code,security_name,quality_tier,strategy_tag,valuation_tier,fair_price_low,fair_price_high,band_derivation,violations,fair_price_basis,queued_at
3,其余,backfill,300054,鼎龙股份,L2,D-产业链爆发/关键瓶颈型,高估,59.9,74.9,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈111%）,2026-08-01
3,其余,backfill,300073,当升科技,L2,D-产业链爆发/关键瓶颈型,较低估,40.4,50.4,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈85%）,2026-08-01
3,其余,backfill,300215,电科院,L2,C-GARP成长型,高估,4.28,5.35,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（bull合理市值40亿≈118%）,2026-08-01
3,其余,backfill,300308,中际旭创,L2,D-产业链爆发/关键瓶颈型,较高估,842,1052,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈104%）,2026-08-01
3,其余,backfill,300346,南大光电,L2,D-产业链爆发/关键瓶颈型,高估,37.6,47.0,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈158%）,2026-08-01
3,其余,backfill,300394,天孚通信,L2,D-产业链爆发/关键瓶颈型,高估,107,134,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（下修后27E约36.4亿×PE40x≈1456亿÷10.906亿股；当前/bull≈163%）,2026-08-01
3,其余,backfill,300395,菲利华,L2,D-产业链爆发/关键瓶颈型,较高估,62,77,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull 2027=重推27E 9.0亿×45x≈405亿；股本5.25亿股→带62-77元，当前市值429亿/bull≈106%）,2026-08-01
3,其余,backfill,300408,三环集团,L2,C-GARP成长型,高估,44.5,66.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻70.2x/一致增速25%推算PEG2.85）,2026-08-01
3,其余,backfill,300454,深信服,L2,C-GARP成长型,中性,101,127,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（bull合理市值546亿≈88%）,2026-08-01
3,其余,backfill,300470,中密控股,L2,C-GARP成长型,中性,24.3,36.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻14.1x/一致增速12%推算PEG1.18）,2026-08-01
3,其余,backfill,300474,景嘉微,L3,D-产业链爆发/关键瓶颈型,高估,45.9,57.3,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值300亿≈111%）,2026-08-01
3,其余,backfill,300502,新易盛,L2,D-产业链爆发/关键瓶颈型,较高估,364,455,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈115%）,2026-08-01
3,其余,backfill,300661,圣邦股份,L2,C-GARP成长型,高估,78.9,98.6,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（记录当前/bull比值≈126%）,2026-08-01
3,其余,backfill,300666,江丰电子,L2,D-产业链爆发/关键瓶颈型,中性,197,247,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈138%）,2026-08-01
3,其余,backfill,300685,艾德生物,L2,C-GARP成长型,中性,15.3,22.9,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻16.3x/一致增速14%推算PEG1.14）,2026-08-01
3,其余,backfill,300699,光威复材,L2,D-产业链爆发/关键瓶颈型,中性,23.9,29.9,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈96%）,2026-08-01
3,其余,backfill,300726,宏达电子,L2,D-产业链爆发/关键瓶颈型,高估,38.0,47.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈142%）,2026-08-01
3,其余,backfill,300759,康龙化成,L2,C-GARP成长型,较高估,24.1,36.2,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻30.5x/一致增速22%推算PEG1.41）,2026-08-01
3,其余,backfill,300777,中简科技,L2,D-产业链爆发/关键瓶颈型,中性,19.6,24.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈114%）,2026-08-01
3,其余,backfill,300811,铂科新材,L2,C-GARP成长型,高估,37.0,55.4,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻58.7x/一致增速26%推算PEG2.30）,2026-08-01
3,其余,backfill,300832,新产业,L2,C-GARP成长型,较低估,37.5,56.3,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻18.6x/一致增速16%推算PEG1.16）,2026-08-01
3,其余,backfill,300866,安克创新,L2,C-GARP成长型,较低估,118,177,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻19.3x/一致增速22%推算PEG0.90）,2026-08-01
3,其余,backfill,300896,爱美客,L2,C-GARP成长型,中性,63.0,94.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻18.6x/一致增速13%推算PEG1.42）,2026-08-01
3,其余,backfill,301269,华大九天,L2,C-GARP成长型,高估,73.3,91.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（bull合理市值500亿≈123%）,2026-08-01
3,其余,backfill,600111,北方稀土,L2,F-垄断资源型,中性,31.0,42.6,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润40-55亿×PE28x,2026-08-01
3,其余,backfill,600132,重庆啤酒,L2,A-DCF/现金流复利型,中性,38.9,48.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位19.7x回归带80-100%（现PE16.9x）,2026-08-01
3,其余,backfill,600183,生益科技,L2,D-产业链爆发/关键瓶颈型,较高估,87,108,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈138%）,2026-08-01
3,其余,backfill,600285,羚锐制药,L2,C-GARP成长型,中性,19.1,28.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻14.3x/一致增速13%推算PEG1.14）,2026-08-01
3,其余,backfill,600584,长电科技,L2,D-产业链爆发/关键瓶颈型,高估,40.4,50.6,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈200%）,2026-08-01
3,其余,backfill,600690,海尔智家,L2,A-DCF/现金流复利型,较低估,23.1,28.9,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位14.5x回归带80-100%（现PE10.2x）,2026-08-01
3,其余,backfill,600885,宏发股份,L2,C-GARP成长型,中性,25.8,38.6,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻25.5x/一致增速19%推算PEG1.35）,2026-08-01
3,其余,backfill,600938,中国海油,L2,F-垄断资源型,中性,26.3,29.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润1250-1400亿×PE10x,2026-08-01
3,其余,backfill,600993,马应龙,L2,A-DCF/现金流复利型,较低估,23.7,29.6,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,A档5年PE中位21.6x回归带80-100%（现PE16.97x）,2026-08-01
3,其余,backfill,601088,中国神华,L1,F-垄断资源型,中性,40.6,44.3,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润550-600亿×PE16x,2026-08-01
3,其余,backfill,601100,恒立液压,L2,C-GARP成长型,高估,61.7,92.5,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（记录PEG1.80）,2026-08-01
3,其余,backfill,601958,金钼股份,L2,F-垄断资源型,中性,19.4,22.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润32亿×PE19.6-23x（中枢自30亿部分再锚定，市值627-736亿/32.28亿股）,2026-08-01
3,其余,backfill,603019,中科曙光,L2,C-GARP成长型,高估,48.6,72.9,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻54.0x/一致增速24%推算PEG2.21）,2026-08-01
3,其余,backfill,603259,药明康德,L2,C-GARP成长型,较低估,105,158,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻20.8x/一致增速18%推算PEG1.17）,2026-08-01
3,其余,backfill,603806,福斯特,L2,D-产业链爆发/关键瓶颈型,中性,13.69,17.12,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值446亿≈83%）,2026-08-01
3,其余,backfill,603993,洛阳钼业,L2,F-垄断资源型,中性,15.19,18.23,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,F档中枢/正常化利润250-300亿×PE13x,2026-08-01
3,其余,backfill,688012,中微公司,L2,D-产业链爆发/关键瓶颈型,高估,251,313,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值3000亿≈139%）,2026-08-01
3,其余,backfill,688018,乐鑫科技,L2,C-GARP成长型,中性,69,104,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档归一化PEG中性带1.0-1.5：FY26E归母6.25亿÷2.3438亿股=EPS 2.667，g=26%（券商26-28E CAGR约33%下修约10%后约26.5%；Q2扣非+24.5%与毛利率+3.26pp支持二十五以上，但收入增速台阶下移「FY25 +27.8%→Q2 +21.1%」与OCF覆盖率偏低不支持维持原32%），PEG1.0→PE26.0x=69.3、PEG1.5→PE39.0x=104.0，取69-104（中值86.5，原带88-132）。带下移主因g由32%下调至26%，非利润下修（利润基本符合预期）,2026-08-01
3,其余,backfill,688037,芯源微,L2,D-产业链爆发/关键瓶颈型,高估,164,205,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值414亿≈187%）,2026-08-01
3,其余,backfill,688041,海光信息,L2,D-产业链爆发/关键瓶颈型,高估,219,273,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值6350亿≈129%）,2026-08-01
3,其余,backfill,688072,拓荆科技,L2,D-产业链爆发/关键瓶颈型,高估,541,676,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈123%）,2026-08-01
3,其余,backfill,688082,盛美上海,L2,D-产业链爆发/关键瓶颈型,高估,249,312,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈126%）,2026-08-01
3,其余,backfill,688188,柏楚电子,L2,C-GARP成长型,中性,90,135,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻29.9x/一致增速27%推算PEG1.13）,2026-08-01
3,其余,backfill,688200,华峰测控,L2,D-产业链爆发/关键瓶颈型,高估,277,346,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈146%）,2026-08-01
3,其余,backfill,688256,寒武纪,L2,D-产业链爆发/关键瓶颈型,高估,896,1120,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈125%）,2026-08-01
3,其余,backfill,688318,财富趋势,L2,C-GARP成长型,高估,44.6,55.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（bull合理市值200亿≈129%）,2026-08-01
3,其余,backfill,688334,西高院,L2,C-GARP成长型,中性,12.56,18.85,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻20.5x/一致增速14%推算PEG1.43）,2026-08-01
3,其余,backfill,688439,振华风光,L2,D-产业链爆发/关键瓶颈型,高估,36.1,45.1,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈103%）,2026-08-01
3,其余,backfill,688563,航材股份,L2,D-产业链爆发/关键瓶颈型,中性,41.1,51.4,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈99%）,2026-08-01
3,其余,backfill,688586,江航装备,L2,D-产业链爆发/关键瓶颈型,高估,4.04,5.05,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈220%）,2026-08-01
3,其余,backfill,688617,惠泰医疗,L2,C-GARP成长型,中性,188,282,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,C档PEG中性带1.0-1.5（26E前瞻27.9x/一致增速26%推算PEG1.09）,2026-08-01
3,其余,backfill,688630,芯碁微装,L2,D-产业链爆发/关键瓶颈型,高估,272,339,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈137%）,2026-08-01
3,其余,backfill,688729,屹唐股份,L2,C-GARP成长型,高估,20.8,25.9,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（记录当前/bull比值≈141%）,2026-08-01
3,其余,backfill,688777,中控技术,L2,C-GARP成长型,高估,79.4,99.3,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,按bull合理市值口径中性带80-100%（bull合理市值786亿≈107%）,2026-08-01
3,其余,backfill,688820,盛合晶微,L2,D-产业链爆发/关键瓶颈型,高估,71.8,89.7,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（记录当前/bull比值≈214%）,2026-08-01
3,其余,backfill,688981,中芯国际,L2,D-产业链爆发/关键瓶颈型,高估,52.6,65.8,,检查1 建带卡缺槽：anchor_metric/anchor_value/anchor_scope/anchor_basis/multiple_or_rate/multiple_source/band_low_coef/band_high_coef/band_derivation/band_sensitivity,D档中性带80-100%×bull合理市值（bull合理市值5630亿≈248%）,2026-08-01
